run_name,condition,base,seed,cell,project,training_steps,preflight_steps,design_cells,family,cell_feedback,cell_history,cell_gradient,cell_predictor,policy_id,target_env_steps,actual_env_steps,window_limit,scalar_window_limit,environment,frameskip,snapshot_path,valid_sample_count,in_bounds_fraction,visited_cell_fraction,active_unit_fraction,silent_unit_fraction,active_unit_mean_spatial_information,active_only_map_cosine,unique_active_peak_bins,mean_physical_step_distance,stationary_step_fraction,path_efficiency,mean_absolute_circular_yaw_change,mono_field_unit_fraction,mean_primary_secondary_peak_distance,median_dominant_peak_nearest_neighbor_distance,graph_available,graph_reliable_edge_count,graph_reliable_edge_density,graph_largest_weak_component_size,graph_largest_strong_component_size,graph_reachable_pair_fraction,graph_mean_reachable_shortest_path_hops,graph_median_reachable_shortest_path_hops,graph_reliable_global_efficiency,graph_undirected_clustering,graph_directed_reciprocity,graph_small_world_propensity,graph_max_total_degree_fraction,graph_degree_herfindahl,graph_spatial_endpoint_valid_fraction,graph_reliable_edge_peak_distance_mean,graph_tctrl_peak_distance_correlation,graph_tctrl_peak_distance_pair_count,graph_prospective_attempt_count,graph_prospective_success_count,graph_prospective_success_fraction,graph_grounded_controllability
CPD_C15_ADD_ACT_BPTT_GOAL_S123,CPD_C15_ADD_ACT_BPTT_GOAL,C15,123,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,5000000,5013504,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S123/policy_00/snapshot_target_000005000000_actual_000005013504.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.047082483768463135,0.35388669042670823,14.0,35.33094024658203,0.01892359344796012,0.1964715047450202,14.49714469909668,0.0,1411.47998046875,200.0,1,4.0,0.01666666753590107,3.0,1.0,0.02083333395421505,1.2000000476837158,1.0,0.01875000074505806,0.0,0.0,1.0,0.25,0.15625,0.0,0.0,0.0,0.0,221.0,102.0,0.4615384638309479,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S123,CPD_C15_ADD_ACT_BPTT_GOAL,C15,123,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,25000000,25001984,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S123/policy_00/snapshot_target_000025000000_actual_000025001984.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.12154103815555573,0.30276801881887744,15.0,32.0159912109375,0.016121157875465326,0.08113477621056743,16.805082321166992,0.0,1514.578125,150.0,1,11.0,0.04583333432674408,12.0,1.0,0.2083333283662796,3.5199999809265137,3.0,0.09322089701890945,0.0,0.0,0.2928932309150696,0.13636364042758942,0.09090909361839294,0.0,0.0,0.0,0.0,17858.0,12682.0,0.7101579308509827,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S123,CPD_C15_ADD_ACT_BPTT_GOAL,C15,123,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,50000000,50003968,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S123/policy_00/snapshot_target_000050000000_actual_000050003968.npz,100000.0,1.0,0.8725761772853186,1.0,0.0,0.14018061757087708,0.24676707890643343,15.0,31.79085350036621,0.017300650935720096,0.08167669834071689,16.87382698059082,0.0,1317.445068359375,0.0,1,15.0,0.0625,15.0,10.0,0.5916666388511658,5.260563373565674,5.0,0.1796514242887497,0.0,0.0,0.2928932309150696,0.10000000149011612,0.07333333045244217,0.0,0.0,0.0,0.0,47766.0,34993.0,0.7325922250747681,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S123,CPD_C15_ADD_ACT_BPTT_GOAL,C15,123,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S123/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8781163434903048,1.0,0.0,0.14758934080600739,0.2531085964738667,15.0,31.860095977783203,0.014401220442410373,0.061761520438456494,16.883281707763672,0.0,1229.662353515625,100.0,1,12.0,0.05000000074505806,12.0,1.0,0.22499999403953552,3.6111111640930176,3.0,0.09951058030128479,0.0,0.0,0.7258113026618958,0.125,0.0798611119389534,0.0,0.0,0.0,0.0,78282.0,59970.0,0.7660765051841736,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S8,CPD_C15_ADD_ACT_BPTT_GOAL,C15,8,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,5000000,5013504,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S8/policy_00/snapshot_target_000005000000_actual_000005013504.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.035450030118227005,0.34672363446993143,15.0,28.759166717529297,0.04968463886063072,0.32824526881342664,13.39853286743164,0.0625,1294.4359130859375,308.1138916015625,1,1.0,0.004166666883975267,2.0,1.0,0.004166666883975267,1.0,1.0,0.004166666883975267,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,522.0,210.0,0.40229883790016174,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S8,CPD_C15_ADD_ACT_BPTT_GOAL,C15,8,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,25000000,25001984,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S8/policy_00/snapshot_target_000025000000_actual_000025001984.npz,100000.0,1.0,0.8725761772853186,1.0,0.0,0.09424707293510437,0.2916577655120004,12.0,30.31502342224121,0.06983697586673311,0.13958450873448644,16.234277725219727,0.0,1282.374267578125,100.0,1,10.0,0.0416666679084301,4.0,1.0,0.07500000298023224,1.5555555820465088,1.0,0.05694444477558136,0.0,0.0,1.0,0.10000000149011612,0.07999999821186066,0.0,0.0,0.0,0.0,12894.0,8180.0,0.6344035863876343,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S8,CPD_C15_ADD_ACT_BPTT_GOAL,C15,8,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,50000000,50003968,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S8/policy_00/snapshot_target_000050000000_actual_000050003968.npz,100000.0,1.0,0.8753462603878116,1.0,0.0,0.11192762106657028,0.31409035217419706,13.0,28.23897933959961,0.10844978743312789,0.09331294075824235,15.869217872619629,0.0,1457.46728515625,50.0,1,12.0,0.05000000074505806,10.0,1.0,0.1875,3.0222222805023193,3.0,0.09428075700998306,0.0,0.0,1.0,0.125,0.0798611119389534,0.0,0.0,0.0,0.0,38744.0,26885.0,0.6939138770103455,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S8,CPD_C15_ADD_ACT_BPTT_GOAL,C15,8,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,75000000,75005952,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S8/policy_00/snapshot_target_000075000000_actual_000075005952.npz,100000.0,1.0,0.8670360110803325,1.0,0.0,0.1285792887210846,0.32284681475636506,10.0,27.437761306762695,0.1476026770276043,0.11645908511200741,12.868160247802734,0.0,1549.32470703125,0.0,1,12.0,0.05000000074505806,6.0,1.0,0.12083332985639572,2.068965435028076,2.0,0.07756944745779037,0.0,0.0,1.0,0.0833333358168602,0.0729166641831398,0.0,0.0,0.0,0.0,68211.0,48972.0,0.7179487347602844,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S99,CPD_C15_ADD_ACT_BPTT_GOAL,C15,99,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,5000000,5013504,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S99/policy_00/snapshot_target_000005000000_actual_000005013504.npz,100000.0,1.0,0.8808864265927978,1.0,0.0,0.03263650834560394,0.39436639022529657,16.0,27.35976791381836,0.09301663191088957,0.3501566841119832,14.544086456298828,0.0,1305.7147216796875,321.69891357421875,1,1.0,0.004166666883975267,2.0,1.0,0.004166666883975267,1.0,1.0,0.004166666883975267,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,131.0,22.0,0.1679389327764511,0.0
CPD_C15_ADD_ACT_BPTT_GOAL_S99,CPD_C15_ADD_ACT_BPTT_GOAL,C15,99,additive_ca3_action_bptt_goal,SF_IntrMotiv_CA3FeedbackPredictiveDG,75000000,5000000,27,c15_arr_first_joint_film_legacy_bn_balanced_direct,additive,ca3_action,bptt,goal,0,25000000,25001984,100000,10000,openfield_map2_fixed_loc3_fixedlength_noreward,8,/work/classic/fr_xl1014-train/IntrMotiv/SF_hipposlam/train_dir/analysis/online_spatial/intrmotiv_ca3_feedback_predictive_dg_20260907/CPD_C15_ADD_ACT_BPTT_GOAL_S99/policy_00/snapshot_target_000025000000_actual_000025001984.npz,100000.0,1.0,0.8781163434903048,1.0,0.0,0.12562993168830872,0.31060124530479527,15.0,31.049531936645508,0.05916690395801977,0.07706976768281706,16.870737075805664,0.0,1450.945556640625,141.42135620117188,1,10.0,0.0416666679084301,6.0,1.0,0.09166666865348816,1.9090908765792847,2.0,0.06180555373430252,0.0,0.0,1.0,0.10000000149011612,0.08500000089406967,0.0,0.0,0.0,0.0,12643.0,8898.0,0.7037886381149292,0.0
